email_text,label
Earn ₹60070 weekly from home. Register now.,spam
Final notice: Your account will be suspended. Act now.,spam
Earn ₹66926 weekly from home. Register now.,spam
Your loan of ₹73205 is approved instantly. Apply today.,spam
I have shared the files with you.,ham
Exclusive deal unlocked. Click to access benefits.,spam
Final notice: Your account will be suspended. Act now.,spam
Exclusive deal unlocked. Click to access benefits.,spam
"Hi, can we meet at 2 PM tomorrow?",ham
Urgent! Your account has been suspended. Verify immediately.,spam
Your loan of ₹43843 is approved instantly. Apply today.,spam
You received cashback of ₹46444. Withdraw now.,spam
Your loan of ₹22864 is approved instantly. Apply today.,spam
Please confirm once received.,ham
Free gift card worth ₹3572. Claim before expiry.,spam
You received cashback of ₹35384. Withdraw now.,spam
Looking forward to your reply.,ham
Limited offer! Save 36% on your purchase today.,spam
Exclusive deal unlocked. Click to access benefits.,spam
Your account was selected for a special reward. Verify immediately.,spam
Exclusive deal unlocked. Click to access benefits.,spam
Looking forward to your reply.,ham
Looking forward to your reply.,ham
I have shared the files with you.,ham
Your account was selected for a special reward. Verify immediately.,spam
Final notice: Your account will be suspended. Act now.,spam
Let's schedule the meeting on Monday.,ham
The deadline is next Friday.,ham
Exclusive deal unlocked. Click to access benefits.,spam
Let me know your availability.,ham
"Hi, can we meet at 2 PM tomorrow?",ham
Please review the attached document.,ham
Let's schedule the meeting on Tuesday.,ham
Let's schedule the meeting on Wednesday.,ham
Thanks for your update.,ham
Please review the attached document.,ham
You are selected for a free gift card. Act fast.,spam
Limited offer! Save 52% on your purchase today.,spam
Earn ₹571 weekly from home. Register now.,spam
Your account was selected for a special reward. Verify immediately.,spam
Please review the attached document.,ham
Please review the attached document.,ham
Thanks for your update.,ham
Thanks for your update.,ham
"Hi, can we meet at 9 AM tomorrow?",ham
Your account was selected for a special reward. Verify immediately.,spam
Limited offer! Save 18% on your purchase today.,spam
Let me know your availability.,ham
Final notice: Your account will be suspended. Act now.,spam
Final notice: Your account will be suspended. Act now.,spam
Please confirm once received.,ham
"Hi, can we meet at 6 PM tomorrow?",ham
You received cashback of ₹34501. Withdraw now.,spam
You received cashback of ₹79159. Withdraw now.,spam
Thank you for your support. Let me know if you need anything.,ham
Reminder: submit your report by Monday.,ham
Your loan of ₹69599 is approved instantly. Apply today.,spam
Congratulations! You have won ₹86631. Claim your prize now.,spam
Earn ₹71769 weekly from home. Register now.,spam
Final notice: Your account will be suspended. Act now.,spam
Thanks for your update.,ham
The deadline is next Friday.,ham
Exclusive deal unlocked. Click to access benefits.,spam
Reminder: submit your report by Wednesday.,ham
Exclusive deal unlocked. Click to access benefits.,spam
Please confirm once received.,ham
Your account was selected for a special reward. Verify immediately.,spam
Your loan of ₹40583 is approved instantly. Apply today.,spam
URGENT: Suspicious login detected. Confirm your identity now.,spam
You received cashback of ₹30154. Withdraw now.,spam
Congratulations! You have won ₹10216. Claim your prize now.,spam
Reminder: submit your report by Friday.,ham
Please confirm once received.,ham
Your loan of ₹98207 is approved instantly. Apply today.,spam
Your account was selected for a special reward. Verify immediately.,spam
Let's schedule the meeting on Tuesday.,ham
Exclusive deal unlocked. Click to access benefits.,spam
Looking forward to your reply.,ham
Free gift card worth ₹76361. Claim before expiry.,spam
Limited offer! Save 50% on your purchase today.,spam
Please confirm once received.,ham
Can we reschedule our meeting to tomorrow?,ham
Let me know your availability.,ham
Your loan of ₹19929 is approved instantly. Apply today.,spam
Please review the attached document.,ham
Please review the attached document.,ham
You received cashback of ₹92858. Withdraw now.,spam
Final notice: Your account will be suspended. Act now.,spam
Your loan of ₹82446 is approved instantly. Apply today.,spam
Thanks for your update.,ham
You received cashback of ₹17426. Withdraw now.,spam
Let's schedule the meeting on Wednesday.,ham
Can we reschedule our meeting to tomorrow?,ham
Your loan of ₹44437 is approved instantly. Apply today.,spam
Earn ₹74799 weekly from home. Register now.,spam
URGENT: Suspicious login detected. Confirm your identity now.,spam
The deadline is next Friday.,ham
Limited offer! Save 92% on your purchase today.,spam
Free gift card worth ₹63859. Claim before expiry.,spam
Your loan of ₹83298 is approved instantly. Apply today.,spam
Free gift card worth ₹79209. Claim before expiry.,spam
Let me know your availability.,ham
Congratulations! You have won ₹98451. Claim your prize now.,spam
"Hi, can we meet at 6 PM tomorrow?",ham
URGENT: Suspicious login detected. Confirm your identity now.,spam
Let's schedule the meeting on Friday.,ham
Your account was selected for a special reward. Verify immediately.,spam
Your loan of ₹51482 is approved instantly. Apply today.,spam
Win cash prizes instantly by replying to this email.,spam
Exclusive deal unlocked. Click to access benefits.,spam
Here is the project update you asked for.,ham
Free gift card worth ₹60661. Claim before expiry.,spam
Your loan of ₹99285 is approved instantly. Apply today.,spam
Let me know your availability.,ham
Free gift card worth ₹21542. Claim before expiry.,spam
Congratulations! You have won ₹48683. Claim your prize now.,spam
Limited offer! Save 17% on your purchase today.,spam
Earn ₹16690 weekly from home. Register now.,spam
Earn ₹12966 weekly from home. Register now.,spam
Let me know your availability.,ham
Earn ₹44188 weekly from home. Register now.,spam
You received cashback of ₹19285. Withdraw now.,spam
You received cashback of ₹70282. Withdraw now.,spam
Let's schedule the meeting on Wednesday.,ham
Let's schedule the meeting on Tuesday.,ham
I have shared the files with you.,ham
Thank you for your support. Let me know if you need anything.,ham
Final notice: Your account will be suspended. Act now.,spam
You received cashback of ₹2576. Withdraw now.,spam
Congratulations! You have won a free lottery. Click here to claim now.,spam
Thanks for your update.,ham
Free gift card worth ₹31132. Claim before expiry.,spam
Final notice: Your account will be suspended. Act now.,spam
Let me know your availability.,ham
I have shared the files with you.,ham
Congratulations! You have won ₹27854. Claim your prize now.,spam
Please confirm once received.,ham
Limited offer!!! Buy now and get 50% discount.,spam
Let me know your availability.,ham
I have shared the files with you.,ham
Congratulations! You have won ₹45294. Claim your prize now.,spam
"Hi, can we meet at 4 PM tomorrow?",ham
Your loan of ₹20715 is approved instantly. Apply today.,spam
The deadline is next Friday.,ham
Limited offer! Save 78% on your purchase today.,spam
Win cash prizes instantly by replying to this email.,spam
Final notice: Your account will be suspended. Act now.,spam
Your account was selected for a special reward. Verify immediately.,spam
Thanks for your update.,ham
Exclusive deal unlocked. Click to access benefits.,spam
Your loan of ₹98885 is approved instantly. Apply today.,spam
I have shared the files with you.,ham
Please review the attached document.,ham
Please review the attached document.,ham
Thanks for your update.,ham
Earn ₹87815 weekly from home. Register now.,spam
Free gift card worth ₹72857. Claim before expiry.,spam
Your account was selected for a special reward. Verify immediately.,spam
Let's schedule the meeting on Friday.,ham
"Hi, can we meet at 11 AM tomorrow?",ham
Hope you are doing well. Let's catch up soon.,ham
"Hi, can we meet at 6 PM tomorrow?",ham
Thanks for your update.,ham
"Hi, can we meet at 2 PM tomorrow?",ham
Thanks for your update.,ham
Congratulations! You have won ₹94728. Claim your prize now.,spam
Congratulations! You have won ₹43399. Claim your prize now.,spam
Free gift card worth ₹60396. Claim before expiry.,spam
Exclusive deal unlocked. Click to access benefits.,spam
Looking forward to your reply.,ham
Exclusive deal unlocked. Click to access benefits.,spam
Earn ₹22274 weekly from home. Register now.,spam
"Hi, can we meet at 6 PM tomorrow?",ham
Reminder: submit your report by Thursday.,ham
Free gift card worth ₹11756. Claim before expiry.,spam
Looking forward to your reply.,ham
Limited offer! Save 65% on your purchase today.,spam
Your account was selected for a special reward. Verify immediately.,spam
URGENT: Suspicious login detected. Confirm your identity now.,spam
Free gift card worth ₹43320. Claim before expiry.,spam
Please confirm once received.,ham
Reminder: submit your report by Thursday.,ham
Please review the attached document.,ham
URGENT: Suspicious login detected. Confirm your identity now.,spam
Earn ₹95018 weekly from home. Register now.,spam
Your loan of ₹15028 is approved instantly. Apply today.,spam
Reminder: submit your report by Tuesday.,ham
Reminder: submit your report by Monday.,ham
The deadline is next Thursday.,ham
Congratulations! You have won ₹27569. Claim your prize now.,spam
Congratulations! You have won ₹2016. Claim your prize now.,spam
Your account was selected for a special reward. Verify immediately.,spam
Earn ₹88574 weekly from home. Register now.,spam
Free gift card worth ₹32049. Claim before expiry.,spam
"Hi, can we meet at 6 PM tomorrow?",ham
The deadline is next Thursday.,ham
Your loan of ₹90108 is approved instantly. Apply today.,spam
URGENT: Suspicious login detected. Confirm your identity now.,spam
The deadline is next Wednesday.,ham
Free gift card worth ₹91717. Claim before expiry.,spam
Congratulations! You have won ₹15070. Claim your prize now.,spam
Limited offer! Save 50% on your purchase today.,spam
You received cashback of ₹19768. Withdraw now.,spam
Looking forward to your reply.,ham
Free gift card worth ₹89922. Claim before expiry.,spam
Exclusive deal unlocked. Click to access benefits.,spam
Your loan of ₹24679 is approved instantly. Apply today.,spam
